t,y,x,track_id,track_id2
7,12.655056,11.896389,2-0,2
8,12.630795,11.562708,2-0,2
9,12.497815,11.947802,2-0,2
10,12.415789,11.80761,2-0,2
11,12.298356,12.090472,2-0,2
12,12.19628,12.230217,2-0,2
13,11.699313,12.305075,2-0,2
14,11.7716875,12.018487,2-0,2
15,11.638344,11.931152,2-0,2
16,11.766207,11.843134,2-0,2
17,11.693516,11.876568,2-0,2
18,11.55557,12.126337,2-0,2
19,11.654535,11.946868,2-0,2
20,12.053212,11.969844,2-0,2
21,11.975032,12.1906595,2-0,2
22,12.080254,12.198881,2-0,2
23,12.206763,11.801327,2-0,2
24,12.305944,11.750278,2-0,2
25,12.151974,11.895904,2-0,2
26,12.458746,11.95149,2-0,2
27,12.327732,11.852374,2-0,2
28,12.430302,12.342462,2-0,2
29,12.26173,12.558205,2-0,2
30,12.347791,12.411548,2-0,2
31,12.244442,12.7203865,2-0,2
32,12.416869,12.880256,2-0,2
33,12.56011,12.976664,2-0,2
34,12.253995,12.96199,2-0,2
35,12.115265,12.723187,2-0,2
36,11.970125,12.297246,2-0,2
37,12.092076,12.756005,2-0,2
38,11.980329,12.440929,2-0,2
39,11.910859,12.310433,2-0,2
40,12.215638,12.521695,2-0,2
41,12.324291,12.246543,2-0,2
42,12.17559,12.462222,2-0,2
43,12.589141,12.606175,2-0,2
44,12.704287,12.822222,2-0,2
45,12.767576,12.751047,2-0,2
46,12.619775,12.8377075,2-0,2
47,12.1349535,12.76695,2-0,2
48,12.254965,12.747221,2-0,2
49,12.175208,12.88223,2-0,2
50,12.243099,13.277661,2-0,2
51,12.209828,13.000764,2-0,2
52,12.006874,13.2096405,2-0,2
53,11.784927,12.867572,2-0,2
54,11.903548,12.954063,2-0,2
55,11.82326,13.094248,2-0,2
56,12.263965,13.239903,2-0,2
57,12.176011,13.436985,2-0,2
58,12.291176,13.452651,2-0,2
59,12.278418,12.9942,2-0,2
60,12.422505,13.145191,2-0,2
61,12.454867,13.149427,2-0,2
62,12.799736,13.0727005,2-0,2
63,12.874842,13.169963,2-0,2
64,12.883644,13.21169,2-0,2
65,12.794944,12.743539,2-0,2
66,12.597624,13.020047,2-0,2
67,12.525044,13.1194315,2-0,2
68,12.496693,13.025354,2-0,2
69,12.691472,13.227755,2-0,2
70,12.881784,13.330616,2-0,2
71,12.901973,13.075985,2-0,2
72,12.57926,12.951561,2-0,2
73,12.292256,12.934835,2-0,2
74,12.337963,13.11541,2-0,2
75,12.13978,13.007458,2-0,2
76,12.327734,12.800299,2-0,2
77,12.178046,13.0663395,2-0,2
78,12.217613,12.772304,2-0,2
79,12.144686,12.523502,2-0,2
80,12.144546,12.764067,2-0,2
81,11.957107,12.880431,2-0,2
82,12.037047,12.945009,2-0,2
83,11.581105,12.704192,2-0,2
84,11.728373,12.341011,2-0,2
85,11.597317,12.724843,2-0,2
86,11.733937,12.808208,2-0,2
87,11.536327,12.560027,2-0,2
88,11.410654,12.596611,2-0,2
89,11.705538,12.998974,2-0,2
90,11.542522,12.991883,2-0,2
91,11.859996,13.176701,2-0,2
92,11.882745,13.177405,2-0,2
93,11.787687,13.1352,2-0,2
94,11.514879,13.225771,2-0,2
95,11.672816,13.267564,2-0,2
96,12.042986,13.310525,2-0,2
97,12.106251,13.17105,2-0,2
98,12.044123,13.243621,2-0,2
99,12.1941595,13.550514,2-0,2
0,17.495846,11.1471615,3-0,3
1,17.35661,11.047298,3-0,3
2,17.433987,11.052865,3-0,3
3,17.459217,11.185238,3-0,3
4,17.171543,11.198047,3-0,3
5,17.139439,11.330328,3-0,3
6,17.311289,11.439852,3-0,3
7,17.090597,11.453546,3-0,3
8,16.979565,10.985954,3-0,3
9,16.54125,11.009935,3-0,3
10,16.485643,11.002922,3-0,3
11,16.406452,11.148185,3-0,3
12,16.352613,11.1455965,3-0,3
13,16.29165,11.041974,3-0,3
14,16.558762,10.951519,3-0,3
15,16.671965,11.075019,3-0,3
16,16.71873,11.037267,3-0,3
17,16.997477,10.799752,3-0,3
18,17.000893,11.036509,3-0,3
19,16.854645,11.1910925,3-0,3
20,16.754353,11.260993,3-0,3
21,17.001926,11.205389,3-0,3
22,17.089714,10.954741,3-0,3
23,17.144371,10.78187,3-0,3
24,17.482952,10.683736,3-0,3
25,17.60936,10.581665,3-0,3
26,17.448296,10.665028,3-0,3
27,17.3763,10.7363615,3-0,3
28,17.573002,10.329181,3-0,3
29,17.56973,10.881748,3-0,3
30,17.429585,10.821308,3-0,3
31,17.81066,10.618139,3-0,3
32,17.638327,10.187911,3-0,3
33,17.803612,10.42815,3-0,3
34,18.039774,10.381933,3-0,3
35,18.207853,10.167735,3-0,3
36,18.041475,10.143933,3-0,3
37,18.344084,10.107256,3-0,3
38,18.195585,10.004645,3-0,3
39,18.007921,9.780868,3-0,3
40,18.07801,9.539817,3-0,3
41,18.346308,9.464338,3-0,3
42,18.278059,9.346362,3-0,3
43,18.453306,9.250302,3-0,3
44,18.55723,9.505256,3-0,3
45,18.487522,9.724571,3-0,3
46,18.651356,9.292134,3-0,3
47,18.790606,9.287775,3-0,3
48,19.164478,9.359726,3-0,3
49,19.167986,9.603907,3-0,3
50,19.066486,9.574166,3-0,3
51,19.124865,9.430833,3-0,3
52,19.21896,9.320395,3-0,3
53,18.918432,9.496626,3-0,3
54,18.845053,9.179608,3-0,3
55,18.931467,9.228027,3-0,3
56,18.762697,9.288053,3-0,3
57,18.927317,9.1837,3-0,3
58,18.89801,9.359092,3-0,3
59,18.983742,9.32586,3-0,3
60,19.348698,9.144521,3-0,3
61,18.56106,9.151777,3-0,3
62,18.55124,9.202118,3-0,3
63,18.516584,9.558606,3-0,3
64,18.273434,9.643738,3-0,3
65,18.155413,9.701271,3-0,3
66,18.50491,9.741822,3-0,3
67,18.31528,9.684603,3-0,3
68,18.259165,9.949244,3-0,3
69,18.729164,10.160381,3-0,3
70,18.586496,10.167941,3-0,3
71,18.39121,9.633454,3-0,3
72,18.534204,9.437158,3-0,3
73,18.62331,9.002123,3-0,3
74,18.43729,8.836394,3-0,3
75,18.488209,8.91729,3-0,3
76,18.247492,9.238037,3-0,3
77,17.949663,9.610044,3-0,3
78,18.148033,9.582294,3-0,3
79,18.039028,9.678684,3-0,3
80,18.484095,9.720142,3-0,3
81,18.165028,9.390975,3-0,3
82,18.250261,9.434471,3-0,3
83,18.324692,9.56613,3-0,3
84,18.14922,9.2026205,3-0,3
85,18.020027,9.081535,3-0,3
86,18.447939,8.989791,3-0,3
87,18.18982,9.20336,3-0,3
88,18.196297,8.937301,3-0,3
89,18.523785,8.977028,3-0,3
90,17.953728,9.237702,3-0,3
91,17.932083,9.415785,3-0,3
92,18.278042,9.058881,3-0,3
93,17.962816,9.149798,3-0,3
94,17.809834,9.037317,3-0,3
95,17.814173,9.298272,3-0,3
96,17.981127,9.200255,3-0,3
97,17.987139,9.338877,3-0,3
98,17.931963,9.28029,3-0,3
99,17.890999,8.839412,3-0,3
0,17.69875,14.631015,4-0,4
1,17.579424,14.59554,4-0,4
2,17.232704,14.407038,4-0,4
3,16.77665,14.240845,4-0,4
4,16.862251,13.833261,4-0,4
5,17.147476,13.870975,4-0,4
6,17.025091,14.017362,4-0,4
7,17.102606,14.093019,4-0,4
8,16.910759,13.806677,4-0,4
9,16.808851,13.845938,4-0,4
10,17.025772,13.91334,4-0,4
11,16.945173,14.130113,4-0,4
12,17.129683,14.549711,4-0,4
13,17.07361,14.64812,4-0,4
14,17.358799,14.374131,4-0,4
15,17.445314,14.3524065,4-0,4
16,17.256666,13.82332,4-0,4
17,17.32026,13.86298,4-0,4
18,17.516796,13.871161,4-0,4
19,17.760944,13.843085,4-0,4
20,17.953234,13.924949,4-0,4
21,17.825577,14.174393,4-0,4
22,17.742676,14.225696,4-0,4
23,17.706564,14.247281,4-0,4
24,17.681849,13.878154,4-0,4
25,17.612547,13.464228,4-0,4
26,17.53965,13.699767,4-0,4
27,17.370987,13.585622,4-0,4
28,17.157093,13.433717,4-0,4
29,17.214043,13.680869,4-0,4
30,17.11251,13.580197,4-0,4
31,17.522131,13.525082,4-0,4
32,17.193747,12.952424,4-0,4
33,16.991987,13.042097,4-0,4
34,17.013805,13.02658,4-0,4
35,16.770922,13.594284,4-0,4
36,16.744152,13.552213,4-0,4
37,17.113636,13.67092,4-0,4
38,17.019058,13.763199,4-0,4
39,16.990067,13.551742,4-0,4
40,16.815426,13.304393,4-0,4
41,16.983381,12.831402,4-0,4
42,16.878096,12.613646,4-0,4
43,16.93108,12.2093725,4-0,4
44,16.495987,11.802169,4-0,4
45,16.40974,11.778675,4-0,4
46,16.258856,11.992048,4-0,4
47,15.8016,11.6417465,4-0,4
48,16.026686,11.7613,4-0,4
49,16.057844,11.728054,4-0,4
50,16.12304,11.643948,4-0,4
51,16.328638,11.507292,4-0,4
52,16.286554,11.134936,4-0,4
53,15.945314,11.444121,4-0,4
54,15.730252,11.2215185,4-0,4
55,15.979798,11.483167,4-0,4
56,16.244635,11.532054,4-0,4
57,16.39497,11.494157,4-0,4
58,16.347654,11.5828495,4-0,4
59,16.366245,11.357066,4-0,4
60,16.174227,11.313268,4-0,4
61,16.016174,11.730797,4-0,4
62,16.236704,11.15115,4-0,4
63,16.51528,11.148665,4-0,4
64,16.867607,11.364574,4-0,4
65,16.681192,11.085219,4-0,4
66,16.552586,11.333909,4-0,4
67,16.578161,11.09591,4-0,4
68,16.660091,11.291501,4-0,4
69,16.615772,11.230642,4-0,4
70,16.899233,11.316524,4-0,4
71,16.767513,11.494073,4-0,4
72,16.94135,11.544104,4-0,4
73,17.116837,11.793587,4-0,4
74,17.262077,11.608363,4-0,4
75,16.829052,12.065247,4-0,4
76,16.838453,12.04139,4-0,4
77,17.164227,11.943187,4-0,4
78,17.039762,11.960499,4-0,4
79,16.8172,12.15924,4-0,4
80,17.048159,12.15424,4-0,4
81,17.014175,12.320632,4-0,4
82,16.983147,12.502934,4-0,4
83,17.307632,12.703633,4-0,4
84,17.26613,12.936062,4-0,4
85,17.139454,12.652059,4-0,4
86,17.197277,12.811941,4-0,4
87,17.0633,12.788763,4-0,4
88,17.05715,12.756567,4-0,4
89,16.936258,12.898334,4-0,4
90,16.8941,12.971124,4-0,4
91,16.881386,13.011216,4-0,4
92,16.613802,13.29863,4-0,4
93,16.479712,12.887016,4-0,4
94,16.363873,12.626509,4-0,4
95,16.545607,12.674675,4-0,4
96,16.809175,12.878306,4-0,4
97,16.62411,13.015716,4-0,4
98,16.855858,12.94116,4-0,4
99,16.765474,13.387681,4-0,4
0,16.942333,18.15998,5-0,5
1,17.30996,18.10161,5-0,5
2,17.176556,18.458246,5-0,5
3,17.919222,18.267082,5-0,5
4,17.982723,18.542974,5-0,5
5,18.189423,18.242939,5-0,5
6,17.75755,18.364626,5-0,5
7,17.974983,18.739809,5-0,5
8,18.264841,18.334208,5-0,5
9,18.643665,18.367378,5-0,5
10,18.857117,18.243437,5-0,5
11,18.950912,18.201996,5-0,5
12,19.164383,18.317177,5-0,5
13,19.0971,18.41152,5-0,5
14,19.011187,18.490486,5-0,5
15,19.344606,18.688044,5-0,5
16,19.359516,18.56882,5-0,5
17,19.610365,18.688251,5-0,5
18,19.49792,18.710426,5-0,5
19,19.502962,18.876165,5-0,5
20,19.777786,18.671297,5-0,5
21,19.889986,18.51388,5-0,5
22,19.660116,18.552515,5-0,5
23,19.749495,18.191256,5-0,5
24,19.905706,18.460098,5-0,5
25,0.024789575,17.915016,5-1,6
26,19.956802,17.869648,5-2,7
27,0.12982567,17.678143,5-3,8
28,19.964687,17.251192,5-4,9
29,19.974964,16.726149,5-4,9
30,19.808882,16.838346,5-4,9
31,19.51085,17.18134,5-4,9
32,19.179417,17.143251,5-4,9
33,19.345095,17.001623,5-4,9
34,19.138588,16.865307,5-4,9
35,19.1465,16.904997,5-4,9
36,19.158556,16.741716,5-4,9
37,19.0489,16.782925,5-4,9
38,18.971664,17.161995,5-4,9
39,19.044815,16.754295,5-4,9
40,19.123497,17.02537,5-4,9
41,19.119663,16.932007,5-4,9
42,19.076393,17.125725,5-4,9
43,19.073244,17.082525,5-4,9
44,19.145805,16.838102,5-4,9
45,19.085846,16.72795,5-4,9
46,18.926025,16.469593,5-4,9
47,19.077936,16.562305,5-4,9
48,19.103899,16.684687,5-4,9
49,19.156069,16.47195,5-4,9
50,19.15986,16.521692,5-4,9
51,19.306545,16.527489,5-4,9
52,19.30366,16.69368,5-4,9
53,19.200573,16.766922,5-4,9
54,19.145369,16.929638,5-4,9
55,18.888775,16.911789,5-4,9
56,19.19885,16.61469,5-4,9
57,19.402138,16.5482,5-4,9
58,19.286867,16.648064,5-4,9
59,19.183643,16.618696,5-4,9
60,19.238245,16.515907,5-4,9
61,19.411333,16.80748,5-4,9
62,19.337027,17.025244,5-4,9
63,19.43202,16.991833,5-4,9
64,19.43869,17.059853,5-4,9
65,19.760294,17.04756,5-4,9
66,19.878645,17.228685,5-4,9
67,0.17979383,17.187906,5-5,10
68,0.18495044,17.050402,5-5,10
69,0.32798746,17.070044,5-5,10
70,0.27387154,17.142672,5-5,10
71,0.2032174,17.038088,5-5,10
72,19.98759,17.04632,5-6,11
73,0.1456552,17.52198,5-7,12
74,0.39705718,17.470112,5-7,12
75,19.966015,17.543787,5-8,13
76,19.888422,17.800192,5-8,13
77,19.977385,17.804785,5-8,13
78,0.48970252,17.708763,5-9,14
79,0.5272935,17.370113,5-9,14
80,0.360763,17.285742,5-9,14
81,0.54811835,17.258217,5-9,14
82,0.6618899,16.88033,5-9,14
83,0.5792955,17.168203,5-9,14
84,0.4209606,17.006918,5-9,14
85,0.78651273,17.082695,5-9,14
86,0.6388012,17.237484,5-9,14
87,0.7507651,17.859982,5-9,14
88,0.93809825,17.867685,5-9,14
89,0.7138384,17.850515,5-9,14
90,0.7576458,17.726507,5-9,14
91,0.69793147,17.892952,5-9,14
92,0.62573963,17.915806,5-9,14
93,0.30466077,17.887121,5-9,14
94,0.45679423,17.870058,5-9,14
95,0.24979338,18.058214,5-9,14
96,0.21198186,18.13046,5-9,14
97,0.5312218,18.180447,5-9,14
98,0.6485659,18.053143,5-9,14
99,0.60959274,18.06862,5-9,14
0,8.672642,10.194863,6-0,15
1,8.861288,10.311405,6-0,15
2,8.753426,10.586857,6-0,15
3,8.939121,10.474481,6-0,15
4,8.84226,10.649279,6-0,15
5,8.753801,10.660353,6-0,15
6,8.915369,10.908719,6-0,15
7,9.431904,10.810059,6-0,15
8,9.06178,11.242345,6-0,15
9,8.669305,11.028171,6-0,15
10,8.534803,10.847087,6-0,15
11,8.187609,11.209589,6-0,15
12,7.4787807,11.137112,6-0,15
13,7.281783,10.728257,6-0,15
14,7.211141,11.23726,6-0,15
15,7.4044523,11.434939,6-0,15
16,7.163504,11.273572,6-0,15
17,7.5558524,10.650799,6-0,15
18,7.171554,10.6265,6-0,15
19,7.2628984,10.370291,6-0,15
20,7.413052,10.144661,6-0,15
21,7.092428,10.548085,6-0,15
22,7.008349,10.380215,6-0,15
23,6.934489,10.560669,6-0,15
24,7.0558925,10.239426,6-0,15
25,7.0097947,9.917539,6-0,15
26,7.136018,9.891049,6-0,15
27,7.1149974,9.842704,6-0,15
28,7.057871,9.443789,6-0,15
29,6.879663,9.841814,6-0,15
30,6.870386,10.020603,6-0,15
31,6.505329,10.315304,6-0,15
32,6.258532,10.334521,6-0,15
33,6.37802,9.86102,6-0,15
34,6.4417715,9.922571,6-0,15
35,6.445059,9.87888,6-0,15
36,6.4266386,9.481727,6-0,15
37,6.1231475,9.323975,6-0,15
38,5.9647985,9.313793,6-0,15
39,6.510974,9.295584,6-0,15
40,6.4122987,9.317322,6-0,15
41,5.906228,9.381999,6-0,15
42,5.485431,9.369312,6-0,15
43,5.5825477,9.168175,6-0,15
44,5.7872295,9.160869,6-0,15
45,5.722497,9.142486,6-0,15
46,5.9623637,8.790575,6-0,15
47,5.926417,9.179329,6-0,15
48,5.746214,9.266891,6-0,15
49,5.43741,9.313855,6-0,15
50,5.8477054,9.254647,6-0,15
51,6.0986195,9.260885,6-0,15
52,5.8361497,9.260842,6-0,15
53,5.9237432,8.970525,6-0,15
54,5.9495535,8.9447775,6-0,15
55,6.057784,9.345567,6-0,15
56,6.1664653,9.227687,6-0,15
57,6.4500194,9.300375,6-0,15
58,6.3198876,9.24413,6-0,15
59,6.6546197,9.604984,6-0,15
60,6.4968095,9.570451,6-0,15
61,6.537488,9.58358,6-0,15
62,6.576994,9.513111,6-0,15
63,6.350352,9.539151,6-0,15
64,6.1681223,9.48606,6-0,15
65,6.0890284,9.330283,6-0,15
66,6.2181177,9.545751,6-0,15
67,6.104529,9.422999,6-0,15
68,6.2394524,9.81057,6-0,15
69,5.9887753,10.094938,6-0,15
70,6.003504,10.282231,6-0,15
71,5.7945056,10.280743,6-0,15
72,5.69376,10.249472,6-0,15
73,5.8175077,10.270138,6-0,15
74,6.096816,10.271524,6-0,15
75,6.06568,10.318958,6-0,15
76,6.0480213,10.175504,6-0,15
77,6.1259255,10.456892,6-0,15
78,6.2679424,10.328468,6-0,15
79,6.4789305,10.117521,6-0,15
80,6.371448,10.057508,6-0,15
81,7.082823,9.946594,6-0,15
82,7.0683594,9.72254,6-0,15
83,6.5684466,9.767541,6-0,15
84,6.5154076,9.894809,6-0,15
85,6.7091866,10.09931,6-0,15
86,6.760889,10.192822,6-0,15
87,6.7502975,10.083745,6-0,15
88,6.7699685,10.156591,6-0,15
89,6.6257296,10.014542,6-0,15
90,6.2242565,10.012271,6-0,15
91,6.3880177,10.021682,6-0,15
92,6.568411,9.649855,6-0,15
93,6.6177096,9.426049,6-0,15
94,6.6586566,9.697163,6-0,15
95,6.6566954,9.486402,6-0,15
96,6.683488,9.446482,6-0,15
97,6.978238,9.510827,6-0,15
98,7.0168586,9.805111,6-0,15
99,6.859636,9.9135475,6-0,15
0,3.2582784,19.914257,7-0,16
1,3.4682896,19.850124,7-0,16
2,3.932375,0.04132492,7-1,17
3,3.9123518,19.96006,7-2,18
4,4.2055626,19.885828,7-2,18
5,4.0924916,0.14048353,7-3,19
6,3.9245436,19.620392,7-4,20
7,3.9997237,19.651459,7-4,20
8,3.9307127,19.706171,7-4,20
9,4.3341937,0.003937893,7-5,21
10,4.253383,0.051631413,7-5,21
11,4.555458,0.029445587,7-5,21
12,4.4626436,0.36749312,7-5,21
13,4.503411,0.406569,7-5,21
14,4.4123507,0.43283674,7-5,21
15,4.587801,0.23044348,7-5,21
16,4.7262154,0.0015986747,7-5,21
17,4.7164574,19.973534,7-6,22
18,4.63749,0.101169206,7-7,23
19,4.643927,19.87748,7-8,24
20,4.7986636,0.031659238,7-9,25
21,4.7930593,19.750475,7-10,26
22,4.831523,19.809736,7-10,26
23,4.927669,19.714975,7-10,26
24,4.871885,19.643349,7-10,26
25,4.792539,19.592512,7-10,26
26,4.6730347,19.641403,7-10,26
27,4.4837694,19.39196,7-10,26
28,4.4555387,19.405525,7-10,26
29,4.2983356,19.445913,7-10,26
30,4.308577,19.669964,7-10,26
31,4.318836,0.47480288,7-11,27
32,4.4453616,0.45279518,7-11,27
33,4.853147,0.52594465,7-11,27
34,4.473992,0.3230457,7-11,27
35,4.467893,0.43388742,7-11,27
36,4.381356,0.22593066,7-11,27
37,4.535834,0.40526423,7-11,27
38,4.715303,0.54545665,7-11,27
39,4.921725,0.23186243,7-11,27
40,4.8123026,0.33204016,7-11,27
41,4.9093328,0.33060572,7-11,27
42,4.9138308,0.29613373,7-11,27
43,4.8662906,0.18229836,7-11,27
44,4.9531217,0.4698721,7-11,27
45,4.733328,0.38827938,7-11,27
46,4.70397,0.6731362,7-11,27
47,4.8061895,0.4596996,7-11,27
48,4.8446765,0.5479822,7-11,27
49,4.922476,0.41667137,7-11,27
50,4.853105,0.8497259,7-11,27
51,4.8109527,0.4976308,7-11,27
52,4.988958,0.51867193,7-11,27
53,5.2628827,0.84117293,7-11,27
54,5.376849,0.9894429,7-11,27
55,5.106674,1.163029,7-11,27
56,5.1270804,0.975755,7-11,27
57,4.984592,1.3345746,7-11,27
58,5.1394815,1.4887991,7-11,27
59,5.429969,1.1357468,7-11,27
60,5.503998,1.568238,7-11,27
61,5.470687,1.6332992,7-11,27
62,5.7399907,1.5848699,7-11,27
63,5.6011047,1.1314604,7-11,27
64,5.7112813,0.7682886,7-11,27
