,frame,x,y,state,interpolation,track
57,58,816.773,298.177,4,I,3
58,59,816.174,297.999,4,I,3
59,60,815.597,297.808,4,I,3
60,61,815.203,297.635,4,,3
61,62,815.247,297.081,4,I,3
62,63,815.356,296.291,4,I,3
63,64,815.472,295.498,4,I,3
64,65,815.541,294.932,4,,3
65,66,815.402,294.638,4,I,3
66,67,815.197,294.253,4,I,3
67,68,814.96,293.846,4,I,3
68,69,814.725,293.486,4,I,3
69,70,814.527,293.243,4,,3
70,71,813.854,293.318,4,I,3
71,72,812.941,293.458,4,I,3
72,73,812.162,293.581,4,,3
73,74,811.013,293.771,4,I,3
74,75,809.538,294.022,4,I,3
75,76,808.446,294.257,4,,3
76,77,808.175,294.785,4,I,3
77,78,807.951,295.475,4,I,3
78,79,807.77,295.946,4,,3
79,80,807.488,295.666,4,I,3
80,81,807.114,295.221,4,I,3
81,82,806.757,294.932,4,,3
82,83,805.901,295.328,4,I,3
83,84,804.785,295.906,4,I,3
84,85,804.054,296.284,4,,3
85,86,804.815,295.831,4,I,3
86,87,806.005,295.127,4,I,3
87,88,807.234,294.41,4,I,3
88,89,808.108,293.919,4,,3
89,90,808.587,293.891,4,I,3
90,91,809.192,293.906,4,I,3
91,92,809.762,293.927,4,I,3
92,93,810.135,293.919,4,,3
93,94,809.883,293.641,4,I,3
94,95,809.471,293.235,4,I,3
95,96,809.054,292.833,4,I,3
96,97,808.784,292.568,4,,3
97,98,808.968,292.693,4,I,3
98,99,809.268,292.906,4,I,3
99,100,809.578,293.119,4,I,3
100,101,809.797,293.243,4,,3
101,102,809.896,292.97,4,I,3
102,103,810.018,292.555,4,I,3
103,104,810.115,292.146,4,I,3
104,105,810.135,291.892,4,,3
105,106,809.523,292.219,4,I,3
106,107,808.628,292.727,4,I,3
107,108,807.726,293.239,4,I,3
108,109,807.095,293.581,4,,3
109,110,806.902,293.481,4,I,3
110,111,806.687,293.301,4,I,3
111,112,806.507,293.091,4,I,3
112,113,806.419,292.905,4,,3
113,114,806.905,292.329,4,I,3
114,115,807.629,291.505,4,I,3
115,116,808.339,290.706,4,I,3
116,117,808.784,290.203,4,,3
117,118,808.255,290.796,4,I,3
118,119,807.43,291.722,4,I,3
119,120,806.607,292.648,4,I,3
120,121,806.081,293.243,4,,3
121,122,806.563,292.76,4,I,3
122,123,807.095,292.23,4,,3
123,124,806.972,292.446,4,I,3
124,125,806.714,292.834,4,I,3
125,126,806.419,293.243,4,,3
126,127,805.397,294.445,4,I,3
127,128,804.392,295.608,4,,3
128,129,804.225,295.702,4,I,3
129,130,804.132,295.666,4,I,3
130,131,804.054,295.608,4,,3
131,132,803.846,295.409,4,I,3
132,133,803.572,295.141,4,I,3
133,134,803.378,294.932,4,,3
134,135,803.425,294.789,4,I,3
135,136,803.513,294.603,4,I,3
136,137,803.619,294.414,4,I,3
137,138,803.716,294.257,4,,3
138,139,804.064,293.908,4,I,3
139,140,804.562,293.416,4,I,3
140,141,805.059,292.923,4,I,3
141,142,805.405,292.568,4,,3
142,143,805.488,292.346,4,I,3
143,144,805.569,292.063,4,I,3
144,145,805.653,291.779,4,I,3
145,146,805.743,291.554,4,,3
146,147,806.17,291.168,4,I,3
147,148,806.775,290.619,4,I,3
148,149,807.432,289.865,4,,3
149,150,809.599,286.329,4,I,3
150,151,811.824,282.77,4,,3
151,152,812.952,281.83,4,I,3
152,153,814.357,280.848,4,I,3
153,154,815.678,279.983,4,I,3
154,155,816.554,279.392,4,,3
155,156,816.093,279.564,4,I,3
156,157,815.335,279.871,4,I,3
157,158,814.47,280.228,4,I,3
158,159,813.687,280.547,4,I,3
159,160,813.176,280.743,4,,3
160,161,813.427,280.454,4,I,3
161,162,813.847,280.03,4,I,3
162,163,814.189,279.73,4,,3
163,164,814.499,279.825,4,I,3
164,165,814.883,279.991,4,I,3
165,166,815.203,280.068,4,,3
166,167,815.63,279.6,4,I,3
167,168,816.217,278.909,4,I,3
168,169,816.804,278.206,4,I,3
169,170,817.23,277.703,4,,3
170,171,817.541,277.401,4,I,3
171,172,817.949,277.018,4,I,3
172,173,818.336,276.64,4,I,3
173,174,818.581,276.351,4,,3
174,175,818.304,275.986,4,I,3
175,176,817.886,275.502,4,I,3
176,177,817.568,275.0,4,,3
177,178,817.442,273.482,4,I,3
178,179,817.313,271.457,4,I,3
179,180,817.23,269.932,4,,3
180,181,817.291,269.373,4,I,3
181,182,817.389,268.729,4,I,3
182,183,817.492,268.096,4,I,3
183,184,817.568,267.568,4,,3
184,185,817.633,266.377,4,I,3
185,186,817.718,264.697,4,I,3
186,187,817.812,263.017,4,I,3
187,188,817.905,261.824,4,,3
188,189,818.28,261.273,4,I,3
189,190,818.795,260.667,4,I,3
190,191,819.257,260.135,4,,3
191,192,820.127,259.12,4,I,3
192,193,821.285,257.789,4,I,3
193,194,822.297,256.757,4,,3
194,195,824.036,256.068,4,I,3
195,196,826.301,255.269,4,I,3
196,197,828.041,254.73,4,,3
197,198,829.062,255.041,4,I,3
198,199,830.228,255.525,4,I,3
199,200,831.081,255.743,4,,3
200,201,831.311,254.365,4,I,3
201,202,831.419,253.041,4,,3
202,203,831.289,253.693,4,I,3
203,204,831.035,254.831,4,I,3
204,205,830.405,256.081,7,,3
205,206,826.014,260.135,7,,3
206,207,827.027,264.189,7,,3
207,208,826.351,263.851,7,,3
208,209,823.649,263.851,7,,3
209,210,821.622,262.838,7,,3
0,1,631.748,540.989,4,,4
1,2,637.943,537.039,4,I,4
2,3,637.094,537.587,4,I,4
3,4,635.307,538.765,4,I,4
4,5,636.493,538.023,4,,4
5,6,637.275,538.003,4,I,4
6,7,638.317,538.05,4,I,4
7,8,639.442,538.108,4,I,4
8,9,640.475,538.118,4,I,4
9,10,641.239,538.023,4,,4
10,11,642.198,536.359,4,I,4
11,12,643.515,533.942,4,I,4
12,13,644.807,531.49,4,I,4
13,14,645.688,529.719,4,,4
14,15,645.617,528.493,4,I,4
15,16,645.44,526.847,4,I,4
16,17,645.21,525.073,4,I,4
17,18,644.979,523.461,4,I,4
18,19,644.798,522.304,4,,4
19,20,644.301,521.393,4,I,4
20,21,643.591,520.161,4,I,4
21,22,642.802,518.821,4,I,4
22,23,642.072,517.586,4,I,4
23,24,641.535,516.669,4,,4
24,25,640.855,515.427,4,I,4
25,26,639.923,513.718,4,I,4
26,27,638.982,512.002,4,I,4
27,28,638.273,510.737,4,,4
28,29,637.43,509.571,4,I,4
29,30,636.26,507.963,4,I,4
30,31,634.921,506.136,4,I,4
31,32,633.569,504.309,4,I,4
32,33,632.36,502.704,4,I,4
33,34,631.451,501.542,4,,4
34,35,629.788,500.341,4,I,4
35,36,627.463,498.718,4,I,4
36,37,625.131,497.098,4,I,4
37,38,623.443,495.907,4,,4
38,39,622.27,494.854,4,I,4
39,40,620.697,493.414,4,I,4
40,41,618.998,491.847,4,I,4
41,42,617.449,490.416,4,I,4
42,43,616.325,489.382,4,,4
43,44,615.246,488.429,4,I,4
44,45,613.799,487.155,4,I,4
45,46,612.355,485.883,4,I,4
46,47,611.282,484.933,4,,4
47,48,610.225,483.933,4,I,4
48,49,608.762,482.545,4,I,4
49,50,607.174,481.034,4,I,4
50,51,605.745,479.665,4,I,4
51,52,604.757,478.704,4,,4
52,53,604.556,478.244,4,I,4
53,54,604.319,477.635,4,I,4
54,55,604.064,476.941,4,I,4
55,56,603.813,476.222,4,I,4
56,57,603.584,475.543,4,I,4
57,58,603.398,474.966,4,I,4
58,59,603.274,474.552,4,,4
59,60,603.549,474.355,4,I,4
60,61,603.956,474.098,4,I,4
61,62,604.433,473.812,4,I,4
62,63,604.916,473.526,4,I,4
63,64,605.342,473.268,4,I,4
64,65,605.647,473.069,4,,4
65,66,605.966,472.632,4,I,4
66,67,606.398,472.014,4,I,4
67,68,606.825,471.405,4,I,4
68,69,607.13,470.993,4,,4
69,70,607.286,471.063,4,I,4
70,71,607.484,471.208,4,I,4
71,72,607.652,471.393,4,I,4
72,73,607.723,471.586,4,,4
73,74,607.119,472.486,4,I,4
74,75,606.235,473.789,4,I,4
75,76,605.238,475.234,4,I,4
76,77,604.294,476.564,4,I,4
77,78,603.571,477.518,4,,4
78,79,602.15,478.39,4,I,4
79,80,600.133,479.595,4,I,4
80,81,597.815,480.963,4,I,4
81,82,595.491,482.324,4,I,4
82,83,593.455,483.506,4,I,4
83,84,592.004,484.34,4,,4
84,85,590.836,484.748,4,I,4
85,86,589.243,485.274,4,I,4
86,87,587.523,485.834,4,I,4
87,88,585.971,486.341,4,I,4
88,89,584.886,486.713,4,,4
89,90,584.464,487.084,4,I,4
90,91,583.942,487.592,4,I,4
91,92,583.393,488.152,4,I,4
92,93,582.892,488.678,4,I,4
93,94,582.513,489.085,4,,4
94,95,581.955,489.906,4,I,4
95,96,581.171,491.072,4,I,4
96,97,580.309,492.361,4,I,4
97,98,579.52,493.552,4,I,4
98,99,578.954,494.424,4,,4
99,100,578.468,495.466,4,I,4
100,101,577.805,496.924,4,I,4
101,102,577.051,498.588,4,I,4
102,103,576.291,500.25,4,I,4
103,104,575.611,501.7,4,I,4
104,105,575.098,502.729,4,,4
105,106,574.136,503.412,4,I,4
106,107,572.771,504.323,4,I,4
107,108,571.265,505.308,4,I,4
108,109,569.878,506.212,4,I,4
109,110,568.869,506.881,4,,4
110,111,567.782,507.727,4,I,4
111,112,566.273,508.913,4,I,4
112,113,564.627,510.209,4,I,4
113,114,563.124,511.388,4,I,4
114,115,562.048,512.22,4,,4
115,116,561.18,512.709,4,I,4
116,117,560.002,513.351,4,I,4
117,118,558.723,514.044,4,I,4
118,119,557.555,514.689,4,I,4
119,120,556.709,515.186,4,,4
120,121,555.902,516.109,4,I,4
121,122,554.793,517.42,4,I,4
122,123,553.584,518.864,4,I,4
123,124,552.475,520.182,4,I,4
124,125,551.667,521.118,4,,4
125,126,550.811,521.776,4,I,4
126,127,549.631,522.666,4,I,4
127,128,548.255,523.695,4,I,4
128,129,546.811,524.77,4,I,4
129,130,545.429,525.799,4,I,4
130,131,544.236,526.688,4,I,4
131,132,543.362,527.346,4,,4
132,133,542.254,528.268,4,I,4
133,134,540.706,529.564,4,I,4
134,135,538.934,531.048,4,I,4
135,136,537.157,532.533,4,I,4
136,137,535.595,533.833,4,I,4
137,138,534.464,534.761,4,,4
138,139,533.263,535.505,4,I,4
139,140,532.685,535.947,7,,4
140,141,536.541,534.464,7,,4
141,142,540.396,537.43,7,,4
142,143,540.989,537.43,7,,4
143,144,541.879,536.244,7,,4
0,1,652.081,625.446,4,,5
1,2,653.121,623.093,4,I,5
2,3,652.773,624.028,4,I,5
3,4,653.119,623.319,4,,5
4,5,654.141,622.771,4,I,5
5,6,655.594,622.051,4,I,5
6,7,657.052,621.344,4,I,5
7,8,658.085,620.835,4,,5
8,9,658.552,620.544,4,I,5
9,10,659.114,620.174,4,I,5
10,11,659.679,619.824,4,I,5
11,12,660.155,619.594,4,,5
12,13,661.289,619.728,4,I,5
13,14,662.908,619.927,4,I,5
14,15,664.701,620.181,4,I,5
15,16,666.36,620.477,4,I,5
16,17,667.576,620.807,4,,5
17,18,669.069,623.013,4,I,5
18,19,670.953,626.018,4,I,5
19,20,672.309,628.323,4,,5
20,21,672.292,629.55,4,I,5
21,22,672.119,631.085,4,I,5
22,23,671.901,632.562,4,I,5
23,24,671.752,633.613,4,,5
24,25,671.692,634.05,4,I,5
25,26,671.615,634.618,4,I,5
26,27,671.529,635.262,4,I,5
27,28,671.437,635.927,4,I,5
28,29,671.348,636.56,4,I,5
29,30,671.265,637.106,4,I,5
30,31,671.195,637.51,4,,5
31,32,670.892,638.02,4,I,5
32,33,670.462,638.725,4,I,5
33,34,669.954,639.549,4,I,5
34,35,669.419,640.417,4,I,5
35,36,668.904,641.252,4,I,5
36,37,668.459,641.979,4,I,5
37,38,668.133,642.521,4,,5
38,39,667.693,643.461,4,I,5
39,40,667.076,644.786,4,I,5
40,41,666.4,646.253,4,I,5
41,42,665.785,647.62,4,I,5
42,43,665.349,648.646,4,,5
43,44,665.07,650.259,4,I,5
44,45,664.718,652.495,4,I,5
45,46,664.333,654.755,4,I,5
46,47,663.957,656.441,4,,5
47,48,662.486,658.234,4,I,5
48,49,660.382,660.663,4,I,5
49,50,658.256,663.07,4,I,5
50,51,656.719,664.792,4,,5
51,52,655.64,665.725,4,I,5
52,53,654.178,666.966,4,I,5
53,54,652.528,668.353,4,I,5
54,55,650.881,669.722,4,I,5
55,56,649.43,670.91,4,I,5
56,57,648.367,671.752,4,,5
57,58,647.071,672.173,4,I,5
58,59,645.254,672.734,4,I,5
59,60,643.18,673.357,4,I,5
60,61,641.115,673.964,4,I,5
61,62,639.322,674.475,4,I,5
62,63,638.067,674.814,4,,5
63,64,637.593,674.47,4,I,5
64,65,636.986,673.946,4,I,5
65,66,636.322,673.329,4,I,5
66,67,635.674,672.701,4,I,5
67,68,635.117,672.147,4,I,5
68,69,634.726,671.752,4,,5
69,70,634.669,671.36,4,I,5
70,71,634.61,670.813,4,I,5
71,72,634.555,670.193,4,I,5
72,73,634.506,669.578,4,I,5
73,74,634.469,669.051,4,I,5
74,75,634.448,668.69,4,,5
75,76,634.575,668.744,4,I,5
76,77,634.764,668.851,4,I,5
77,78,634.974,668.987,4,I,5
78,79,635.161,669.127,4,I,5
79,80,635.283,669.246,4,,5
80,81,635.2,669.705,4,I,5
81,82,635.065,670.364,4,I,5
82,83,634.915,671.099,4,I,5
83,84,634.789,671.788,4,I,5
84,85,634.726,672.309,4,,5
85,86,635.093,673.198,4,I,5
86,87,635.634,674.452,4,I,5
87,88,636.262,675.893,4,I,5
88,89,636.889,677.342,4,I,5
89,90,637.427,678.619,4,I,5
90,91,637.788,679.547,4,,5
91,92,637.645,680.62,4,I,5
92,93,637.412,682.11,4,I,5
93,94,637.131,683.814,4,I,5
94,95,636.841,685.529,4,I,5
95,96,636.583,687.051,4,I,5
96,97,636.397,688.177,4,,5
97,98,636.149,689.871,4,I,5
98,99,635.8,692.261,4,I,5
99,100,635.401,694.998,4,I,5
100,101,635.007,697.736,4,I,5
101,102,634.671,700.125,4,I,5
102,103,634.448,701.818,4,,5
103,104,634.603,702.927,4,I,5
104,105,634.852,704.409,4,I,5
105,106,635.134,706.003,4,I,5
106,107,635.39,707.453,4,I,5
107,108,635.561,708.499,4,,5
108,109,635.538,709.404,4,I,5
109,110,635.494,710.641,4,I,5
110,111,635.434,711.984,4,I,5
111,112,635.362,713.202,4,I,5
112,113,635.283,714.067,4,,5
113,114,634.759,714.621,4,I,5
114,115,634.001,715.333,4,I,5
115,116,633.257,716.038,4,I,5
116,117,632.777,716.572,4,,5
117,118,633.174,717.227,4,I,5
118,119,633.802,718.139,4,I,5
119,120,634.51,719.14,4,I,5
120,121,635.147,720.066,4,I,5
121,122,635.561,720.748,4,,5
122,123,635.301,721.631,4,I,5
123,124,634.886,722.869,4,I,5
124,125,634.406,724.222,4,I,5
125,126,633.952,725.451,4,I,5
126,127,633.613,726.316,4,,5
127,128,633.047,726.783,4,I,5
128,129,632.247,727.392,4,I,5
129,130,631.368,728.045,4,I,5
130,131,630.564,728.646,4,I,5
131,132,629.994,729.1,4,,5
132,133,629.584,729.796,4,I,5
133,134,629.033,730.778,4,I,5
134,135,628.437,731.858,4,I,5
135,136,627.89,732.846,4,I,5
136,137,627.488,733.554,4,,5
137,138,627.017,734.161,4,I,5
138,139,626.375,734.968,4,I,5
139,140,625.732,735.763,4,I,5
140,141,625.261,736.338,4,,5
141,142,624.856,736.704,4,I,5
142,143,624.304,737.188,4,I,5
143,144,623.704,737.712,4,I,5
144,145,623.154,738.198,4,I,5
145,146,622.755,738.565,4,,5
146,147,622.354,739.162,4,I,5
147,148,621.8,739.999,4,I,5
148,149,621.196,740.928,4,I,5
149,150,620.645,741.799,4,I,5
150,151,620.25,742.463,4,,5
151,152,619.931,743.671,4,I,5
152,153,619.496,745.383,4,I,5
153,154,619.025,747.271,4,I,5
154,155,618.6,749.006,4,I,5
155,156,618.301,750.258,4,,5
156,157,618.159,751.47,4,I,5
157,158,617.978,753.144,4,I,5
158,159,617.785,754.964,4,I,5
159,160,617.605,756.612,4,I,5
160,161,617.466,757.774,4,,5
161,162,617.205,758.389,4,I,5
162,163,616.832,759.19,4,I,5
163,164,616.423,760.045,4,I,5
164,165,616.053,760.824,4,I,5
165,166,615.796,761.393,4,,5
166,167,615.715,761.985,4,I,5
167,168,615.632,762.73,4,I,5
168,169,615.517,763.342,4,,5
169,170,614.959,764.095,4,I,5
170,171,614.144,765.149,4,I,5
171,172,613.247,766.3,4,I,5
172,173,612.441,767.343,4,I,5
173,174,611.898,768.074,4,,5
174,175,611.983,768.414,4,I,5
175,176,612.151,768.851,4,I,5
176,177,612.361,769.312,4,I,5
177,178,612.569,769.726,4,I,5
178,179,612.733,770.023,4,,5
179,180,613.19,770.213,4,I,5
180,181,613.838,770.459,4,I,5
181,182,614.49,770.695,4,I,5
182,183,614.961,770.858,4,,5
183,184,615.278,770.863,4,I,5
184,185,615.701,770.854,4,I,5
185,186,616.159,770.842,4,I,5
186,187,616.585,770.84,4,I,5
187,188,616.909,770.858,4,,5
188,189,617.462,771.189,4,I,5
189,190,618.246,771.668,4,I,5
190,191,619.144,772.224,4,I,5
191,192,620.041,772.785,4,I,5
192,193,620.819,773.282,4,I,5
193,194,621.364,773.642,4,,5
194,195,621.568,774.087,4,I,5
195,196,621.823,774.712,4,I,5
196,197,622.087,775.392,4,I,5
197,198,622.319,776.005,4,I,5
198,199,622.477,776.426,4,,5
199,200,622.445,776.485,4,I,5
200,201,622.384,776.529,4,I,5
201,202,622.312,776.572,4,I,5
202,203,622.244,776.626,4,I,5
203,204,622.199,776.704,4,,5
204,205,622.191,777.373,4,I,5
205,206,622.185,778.338,4,I,5
206,207,622.185,779.322,4,I,5
207,208,622.199,780.045,4,,5
208,209,622.378,780.71,4,I,5
209,210,622.642,781.601,4,I,5
210,211,622.892,782.479,4,I,5
211,212,623.034,783.107,4,,5
212,213,622.644,783.441,4,I,5
213,214,622.068,783.883,4,I,5
214,215,621.395,784.378,4,I,5
215,216,620.715,784.868,4,I,5
216,217,620.118,785.298,4,I,5
217,218,619.693,785.613,4,,5
218,219,619.334,785.96,4,I,5
219,220,618.845,786.44,4,I,5
220,221,618.313,786.968,4,I,5
221,222,617.824,787.462,4,I,5
222,223,617.466,787.84,4,,5
223,224,617.053,788.535,4,I,5
224,225,616.491,789.507,4,I,5
225,226,615.93,790.481,4,I,5
226,227,615.517,791.181,4,,5
227,228,615.166,791.611,4,I,5
228,229,614.701,792.16,4,I,5
229,230,614.227,792.706,4,I,5
230,231,613.847,793.129,4,,5
231,232,613.131,793.75,4,I,5
232,233,612.118,794.624,4,I,5
233,234,610.953,795.626,4,I,5
234,235,609.781,796.629,4,I,5
235,236,608.749,797.509,4,I,5
236,237,608.001,798.14,4,,5
237,238,607.161,798.713,4,I,5
238,239,605.99,799.506,4,I,5
239,240,604.653,800.405,4,I,5
240,241,603.319,801.296,4,I,5
241,242,602.152,802.064,4,I,5
242,243,601.32,802.595,4,,5
243,244,600.68,802.62,4,I,5
244,245,599.812,802.609,4,I,5
245,246,598.874,802.584,4,I,5
246,247,598.025,802.571,4,I,5
247,248,597.422,802.595,4,,5
248,249,597.051,803.097,4,I,5
249,250,596.558,803.831,4,I,5
250,251,596.029,804.648,4,I,5
251,252,595.547,805.399,4,I,5
252,253,595.195,805.935,4,,5
253,254,594.841,806.389,4,I,5
254,255,594.352,807.01,4,I,5
255,256,593.818,807.682,4,I,5
256,257,593.327,808.29,4,I,5
257,258,592.968,808.719,4,,5
258,259,592.561,808.949,4,I,5
259,260,592.009,809.233,4,I,5
260,261,591.449,809.538,4,I,5
261,262,591.019,809.833,4,,5
262,263,590.418,810.947,4,I,5
263,264,589.906,812.06,4,,5
264,265,590.184,812.338,4,,5
265,266,593.246,815.679,7,,5
266,267,597.701,803.987,7,,5
267,268,604.66,793.408,7,,5
268,269,606.052,794.8,7,,5
269,270,603.268,797.862,7,,5
270,271,598.536,798.976,7,,5
0,1,633.557,629.53,4,,6
1,2,629.313,628.676,4,I,6
2,3,630.992,628.952,4,I,6
3,4,629.709,628.663,4,,6
4,5,628.636,627.701,4,I,6
5,6,627.214,626.331,4,I,6
6,7,625.797,624.949,4,I,6
7,8,624.738,623.954,4,,6
8,9,623.609,623.303,4,I,6
9,10,622.077,622.464,4,I,6
10,11,620.568,621.65,4,I,6
11,12,619.506,621.076,4,,6
12,13,619.168,620.885,4,I,6
13,14,618.764,620.656,4,I,6
14,15,618.347,620.418,4,I,6
15,16,617.967,620.199,4,I,6
16,17,617.675,620.029,4,,6
17,18,617.188,619.717,4,I,6
18,19,616.5,619.279,4,I,6
19,20,615.741,618.789,4,I,6
20,21,615.043,618.317,4,I,6
21,22,614.535,617.936,4,,6
22,23,613.988,616.91,4,I,6
23,24,613.247,615.453,4,I,6
24,25,612.497,613.996,4,I,6
25,26,611.919,612.966,4,,6
26,27,611.095,612.551,4,I,6
27,28,609.934,612.033,4,I,6
28,29,608.662,611.487,4,I,6
29,30,607.504,610.988,4,I,6
30,31,606.687,610.611,4,,6
31,32,606.201,610.05,4,I,6
32,33,605.631,609.328,4,I,6
33,34,605.117,608.78,4,,6
34,35,604.054,608.513,4,I,6
35,36,602.534,608.17,4,I,6
36,37,600.864,607.804,4,I,6
37,38,599.355,607.466,4,I,6
38,39,598.315,607.21,4,,6
39,40,598.089,606.797,4,I,6
40,41,597.844,606.212,4,I,6
41,42,597.609,605.571,4,I,6
42,43,597.408,604.992,4,I,6
43,44,597.269,604.594,4,,6
44,45,597.318,604.517,4,I,6
45,46,597.407,604.438,4,I,6
46,47,597.492,604.437,4,I,6
47,48,597.53,604.594,4,,6
48,49,597.269,606.687,4,,6
49,50,597.41,606.833,4,I,6
50,51,597.644,606.816,4,I,6
51,52,597.887,606.734,4,I,6
52,53,598.054,606.687,4,,6
53,54,598.063,606.713,4,I,6
54,55,598.065,606.754,4,I,6
55,56,598.062,606.802,4,I,6
56,57,598.057,606.855,4,I,6
57,58,598.053,606.905,4,I,6
58,59,598.054,606.949,4,,6
59,60,598.091,607.147,4,I,6
60,61,598.144,607.434,4,I,6
61,62,598.205,607.752,4,I,6
62,63,598.265,608.045,4,I,6
63,64,598.315,608.257,4,,6
64,65,598.477,608.463,4,I,6
65,66,598.712,608.746,4,I,6
66,67,598.97,609.057,4,I,6
67,68,599.203,609.346,4,I,6
68,69,599.362,609.565,4,,6
69,70,599.365,609.931,4,I,6
70,71,599.356,610.458,4,I,6
71,72,599.342,611.058,4,I,6
72,73,599.332,611.646,4,I,6
73,74,599.336,612.136,4,I,6
74,75,599.362,612.442,4,,6
75,76,599.838,611.794,4,I,6
76,77,600.538,610.815,4,I,6
77,78,601.312,609.716,4,I,6
78,79,602.016,608.706,4,I,6
79,80,602.501,607.995,4,,6
80,81,602.632,607.526,4,I,6
81,82,602.768,606.921,4,I,6
82,83,602.901,606.329,4,I,6
83,84,603.024,605.902,4,,6
84,85,603.429,605.639,4,I,6
85,86,604.016,605.29,4,I,6
86,87,604.661,604.915,4,I,6
87,88,605.243,604.576,4,I,6
88,89,605.64,604.332,4,,6
89,90,605.668,604.149,4,I,6
90,91,605.674,603.894,4,I,6
91,92,605.667,603.627,4,I,6
92,93,605.654,603.405,4,I,6
93,94,605.64,603.286,4,,6
94,95,605.535,603.853,4,I,6
95,96,605.384,604.693,4,I,6
96,97,605.23,605.549,4,I,6
97,98,605.117,606.164,4,,6
98,99,605.024,606.557,4,I,6
99,100,604.893,607.081,4,I,6
100,101,604.757,607.644,4,I,6
101,102,604.646,608.154,4,I,6
102,103,604.594,608.518,4,,6
103,104,604.993,608.777,4,I,6
104,105,605.587,609.127,4,I,6
105,106,606.244,609.503,4,I,6
106,107,606.83,609.844,4,I,6
107,108,607.21,610.088,4,,6
108,109,606.927,610.256,4,I,6
109,110,606.472,610.473,4,I,6
110,111,605.995,610.693,4,I,6
111,112,605.64,610.873,4,,6
112,113,605.265,611.238,4,I,6
113,114,604.746,611.758,4,I,6
114,115,604.179,612.332,4,I,6
115,116,603.66,612.856,4,I,6
116,117,603.286,613.227,4,,6
117,118,602.946,613.488,4,I,6
118,119,602.479,613.838,4,I,6
119,120,601.972,614.215,4,I,6
120,121,601.514,614.556,4,I,6
121,122,601.193,614.797,4,,6
122,123,601.056,614.929,4,I,6
123,124,600.885,615.101,4,I,6
124,125,600.703,615.286,4,I,6
125,126,600.535,615.456,4,I,6
126,127,600.408,615.582,4,,6
127,128,600.202,615.75,4,I,6
128,129,599.91,615.988,4,I,6
129,130,599.589,616.246,4,I,6
130,131,599.3,616.476,4,I,6
131,132,599.1,616.628,4,,6
132,133,599.048,616.559,4,I,6
133,134,598.99,616.443,4,I,6
134,135,598.931,616.309,4,I,6
135,136,598.878,616.187,4,I,6
136,137,598.838,616.105,4,,6
137,138,598.788,616.1,4,I,6
138,139,598.72,616.103,4,I,6
139,140,598.646,616.106,4,I,6
140,141,598.577,616.105,4,,6
141,142,598.339,616.062,4,I,6
142,143,597.996,615.997,4,I,6
143,144,597.615,615.928,4,I,6
144,145,597.264,615.871,4,I,6
145,146,597.007,615.843,4,,6
146,147,596.709,616.036,4,I,6
147,148,596.29,616.319,4,I,6
148,149,595.837,616.637,4,I,6
149,150,595.436,616.934,4,I,6
150,151,595.176,617.152,4,,6
151,152,595.389,617.444,4,I,6
152,153,595.722,617.857,4,I,6
153,154,596.106,618.306,4,I,6
154,155,596.47,618.709,4,I,6
155,156,596.746,618.983,4,,6
156,157,597.263,618.965,4,I,6
157,158,597.991,618.918,4,I,6
158,159,598.802,618.853,4,I,6
159,160,599.564,618.784,4,I,6
160,161,600.147,618.721,4,,6
